1	2	1.5
1	3	1
2	3	1.5
4	5	1.5
4	6	1
5	6	1.5
7	8	1.5
7	9	0.5
7	10	1
8	9	1
8	10	1
9	10	1.5
9	11	1
9	12	1
10	11	0.5
10	12	0.5
11	12	1.5
11	13	1.5
11	14	1.5
11	15	1.5
11	16	1
12	13	1
12	14	1
12	15	1
12	16	1.5
13	14	1
13	15	1
13	16	0.5
14	15	1
14	16	0.5
15	16	0.5
17	18	0.5
17	19	1.5
17	20	0.5
17	21	1
17	22	0.5
17	23	0.5
17	24	0.5
18	19	1
18	20	1
18	21	1.5
18	22	1
18	23	1
18	24	1
19	20	1
19	21	1.5
19	22	1
19	23	1
19	24	1
20	21	1.5
20	22	1
20	23	1
20	24	1
21	22	1.5
21	23	1.5
21	24	1.5
22	23	1
22	24	1
23	24	1
25	26	1
25	27	1.5
25	28	1
25	47	0.5
25	52	0.5
26	27	1.5
26	28	1
26	47	0.5
26	52	0.5
27	28	1.5
27	47	1
27	52	1
28	47	0.5
28	52	0.5
29	30	1.5
29	31	1
29	32	1.5
29	33	1
29	35	0.5
29	36	1
30	31	1.5
30	32	1
30	33	0.5
31	35	0.5
31	36	1
32	33	0.5
32	35	0.5
32	36	1
33	34	1
33	35	1.5
33	36	1
34	35	1.5
34	36	1
35	36	1.5
37	38	1.5
37	39	1
37	40	1
37	41	1.5
37	42	1
37	43	0.5
37	44	1
38	39	0.5
38	40	0.5
38	41	1
38	42	0.5
38	44	0.5
39	40	1
39	41	1.5
39	42	1
39	43	0.5
39	44	1
40	41	1.5
40	42	1
40	43	1.5
40	44	1
41	42	1.5
41	43	1
41	44	1.5
42	43	0.5
42	44	1
43	44	0.5
45	48	1.5
45	49	1
45	50	0.5
46	48	0.5
46	49	1
46	50	0.5
46	51	1.5
46	53	0.5
47	52	1.5
48	49	1.5
48	50	1
48	51	1
49	50	1.5
49	51	1.5
49	53	0.5
50	51	1
51	53	1
53	54	1.5
53	57	1.5
53	60	1
54	57	1
54	60	1.5
55	56	1.5
55	58	1
55	59	0.5
56	58	1.5
56	59	1
57	60	0.5
58	59	1.5
61	62	1
61	63	1
61	64	1
61	65	1
61	66	1
61	67	0.5
61	68	1.5
61	69	0.5
61	70	1
61	71	1
61	72	1
61	73	1
61	76	0.5
61	77	0.5
61	78	0.5
61	79	0.5
61	81	0.5
61	84	0.5
61	85	0.5
61	88	0.5
61	89	1
61	90	0.5
62	63	1
62	64	1
62	65	1
62	66	1
62	67	0.5
62	68	1.5
62	69	0.5
62	70	1
62	71	1
62	72	1
62	73	1
62	76	0.5
62	77	0.5
62	78	0.5
62	79	0.5
62	81	0.5
62	84	0.5
62	85	0.5
62	88	0.5
62	89	1
62	90	0.5
63	64	1
63	65	1
63	66	1
63	67	0.5
63	68	1.5
63	69	0.5
63	70	1
63	71	1
63	72	1
63	73	1
63	76	0.5
63	77	0.5
63	78	0.5
63	79	0.5
63	81	0.5
63	84	0.5
63	85	0.5
63	88	0.5
63	89	1
63	90	0.5
64	65	1
64	66	1
64	67	0.5
64	68	1.5
64	69	0.5
64	70	1
64	71	1
64	72	1
64	73	1
64	76	0.5
64	77	0.5
64	78	0.5
64	79	0.5
64	81	0.5
64	84	0.5
64	85	0.5
64	88	0.5
64	89	1
64	90	0.5
65	66	1
65	67	0.5
65	68	1.5
65	69	0.5
65	70	1
65	71	1
65	72	1
65	73	1
65	76	0.5
65	77	0.5
65	78	0.5
65	79	0.5
65	81	0.5
65	84	0.5
65	85	0.5
65	88	0.5
65	89	1
65	90	0.5
66	67	0.5
66	68	1.5
66	69	0.5
66	70	1
66	71	1
66	72	1
66	73	1
66	74	0.5
66	75	0.5
66	77	0.5
66	78	0.5
66	79	0.5
66	80	0.5
66	81	0.5
66	83	0.5
66	84	0.5
66	85	0.5
66	86	0.5
66	87	0.5
66	88	0.5
66	89	1
66	90	0.5
67	68	1
67	69	1
67	70	0.5
67	71	1.5
67	72	0.5
67	73	0.5
67	76	1
67	78	1
67	85	1
67	87	0.5
67	89	0.5
68	69	1
68	70	1.5
68	71	1.5
68	72	1.5
68	73	1.5
68	77	1
68	78	1
68	79	1
68	81	1
68	84	1
68	85	1
68	88	1
68	89	1.5
68	90	1
69	70	0.5
69	71	1.5
69	72	0.5
69	73	0.5
69	76	1
69	78	1
69	85	1
69	87	0.5
69	89	0.5
70	71	1
70	72	1
70	73	1
70	76	0.5
70	77	0.5
70	78	0.5
70	79	0.5
70	81	0.5
70	84	0.5
70	85	0.5
70	88	0.5
70	89	1
70	90	0.5
71	72	1
71	73	1
71	76	1.5
71	77	0.5
71	78	1.5
71	79	0.5
71	81	0.5
71	84	0.5
71	85	1.5
71	87	1
71	88	0.5
71	89	1
71	90	0.5
72	73	1
72	74	0.5
72	75	0.5
72	77	0.5
72	78	0.5
72	79	0.5
72	80	0.5
72	81	0.5
72	83	0.5
72	84	0.5
72	85	0.5
72	86	0.5
72	87	0.5
72	88	0.5
72	89	1
72	90	0.5
73	74	1.5
73	75	1.5
73	76	1
73	77	1.5
73	78	0.5
73	79	1.5
73	80	1.5
73	81	1.5
73	82	1
73	83	1.5
73	84	1.5
73	85	0.5
73	86	1.5
73	87	1.5
73	88	0.5
73	89	1
73	90	0.5
74	75	1
74	76	0.5
74	77	1
74	79	1
74	80	1
74	81	1
74	82	0.5
74	83	1
74	84	1
74	86	1
74	87	1
75	76	0.5
75	77	1
75	79	1
75	80	1
75	81	1
75	82	0.5
75	83	1
75	84	1
75	86	1
75	87	1
76	77	0.5
76	78	1
76	79	0.5
76	80	0.5
76	81	0.5
76	82	1.5
76	83	0.5
76	84	0.5
76	85	1
76	86	0.5
76	87	0.5
77	79	1
77	80	1
77	81	1
77	82	0.5
77	83	1
77	84	1
77	86	1
77	87	1
77	89	0.5
78	85	1
78	87	0.5
78	89	0.5
79	80	1
79	81	1
79	82	0.5
79	83	1
79	84	1
79	86	1
79	87	1
79	89	0.5
80	81	1
80	82	0.5
80	83	1
80	84	1
80	86	1
80	87	1
81	82	0.5
81	83	1
81	84	1
81	86	1
81	87	1
81	89	0.5
82	83	0.5
82	84	0.5
